text,sentiment
let guided clever mr bliss walter call become us kitty nan let guided walter spent hours advised shops market squares stations studying men went learned together constables amble costers weary swagger smart clip offduty soldier,positive
seemed learn ways manners whole unruly city grew easy last london kitty easy endlessly fascinated charmed,positive
strolled west end sat gazed marvellous sights grand celebrated sights london palaces monuments picture galleries also smaller swifter dramas overturning carriage escape eel eelmans barrow picking pocket snatching purse,positive
visited river stood london bridge battersea bridge bridges might look marvel great stinking breadth,positive
gave odd little thrill stood gazing pleasureboats beneath lambeth bridge know journeyed current made trip palpitating metropolis mild uncomplicated whitstable reverse,neutral
strolled gazed grew ever sisterly content year drew close continued labour act kitty became something success,positive
admirers gentlemen sent flowers dinner invitations secret relief laughed put aside boys asked picture girls gathered stage door tell handsome girls hardly knew whether pity patronise fear closely resemble easily might role,positive
halls worked remained suburban ones better class east end ones twice notso nice ones foresters sebright crowd threw boots trotterbones acts didnt like,positive
name never rose much grew larger musichall notices songs never hummed whistled streets,neutral
problem walter said lay kitty nature act,negative
every young lady wants bit business stage days want trousers,positive
asked us exasperated yet another male impersonator made debut london circuit,negative
kitty born play boy fool see actress legitimate stage would rosalind viola portia,negative
makes rage seated little parlour spoke slapped arm chair ancient seams gave fart dust hair makes rage see girls tenth talent getting bookings worse,negative
stood placed hands upon kittys shoulders,neutral
edge stardom said giving little push grasp arms stop falling,negative
might buy house leave ginevra road new friends leave little sittingroom leave bed take separate chambers,positive
hold breath wonder opened eyes upon face still shadowed thin grey light dawn,positive
familiar body indeed head neck wrists back limbs smooth rounded freckled cheek skin wore marvellous easy grace another kind handsome suit perfectly tailored pleasant wear thought much lovelier fascinating,positive
however hard worked could find meanwhile kitty continued lesser theatres humbler districts islington marylebone battersea peckham hackney circling leicester square crossing west end nightly trips hall hall never entering palaces walters dreams alhambra empire,positive
sorry kittys sake great new london career quite great hoped also privately relieved,positive
knew clever charming lovely part wanted like walter share knowledge world greater part longed hug keep secret secure,positive
didnt like fans sent flowers clamoured stage door photographs kisses fame would bring flowers kisses could believe would go laughing gentlemens invitations could believe one day amongst admiring girls wouldnt one would like better,positive
inevitably spent many hours walter working upon songs mrs dendys piano supping shows begun look upon less kittys agent friend us,positive
time wasnt workingdays spending sundays eventually indeed sundays walter became rule rather exception began listen rumble carriage ginevra road pounding boots upon attic stairs rap upon parlour door foolish extravagant greetings,positive
would bring bits news gossip would drive town would stroll together kitty hand crook one great arms mine crook walter like blustering uncle loud lively kind,positive
thought nothing except pleasant one morning sat eating breakfast beside kitty sims percy tootsie,negative
